Sentence,Tag
빽다방과 오한수우육면가 커피와 우육면을 주문했어요 .,O ORG-B O O O O
헤어갤러리와 정원 머리를 자르고 휴식을 즐겼어요 .,ORG-B ORG-B O O ORG-B O O
모모와 봉추찜닭 각각 다른 식사를 즐겼어요 .,ORG-B ORG-B O O O O O
올포유와 가위소리 건강한 상품과 문구를 구입했어요 .,ORG-B ORG-B O O O O O
파파존스와 중국성 피자와 중국 요리를 주문했어요 .,ORG-B ORG-B O O O O O
씨유와 북경 다양한 상품을 구입했어요 .,ORG-B ORG-B O O O O
피자알볼로와 한솥도시락 피자와 도시락을 주문했어요 .,ORG-B ORG-B O O O O
더풋샵과 삼천리자전거 운동화와 자전거를 구입했어요 .,ORG-B ORG-B O O O O
코웨이렌탈과 장수식당 청소기와 전통 한식을 주문했어요 .,ORG-B ORG-B O O O O O
경성꽈배기와 치킨플러스 꽈배기와 치킨을 주문했어요 .,ORG-B ORG-B O O O O
한솥도시락과 피자알볼로 도시락과 피자를 주문했어요 .,ORG-B ORG-B O O O O
크로커다일과 삼천리자전거 샌드위치와 자전거를 주문했어요 .,ORG-B ORG-B O O O O
코웨이렌탈과 국수나무 청소기와 국수를 주문했어요 .,ORG-B ORG-B O O O O
큰맘할매순대국과 더풋샵 순대국과 운동화를 주문했어요 .,ORG-B ORG-B O O O O
올포유와 모모 건강 상품과 아시아 음식을 주문했어요 .,ORG-B ORG-B O O O O O O
치킨플러스와 장수식당 치킨과 전통 한식을 주문했어요 .,ORG-B ORG-B O O O O O
파파존스와 가마로강정 피자와 강정을 주문했어요 .,ORG-B ORG-B O O O O
빽다방과 한솥도시락 커피와 도시락을 주문했어요 .,O ORG-B O O O O
모모와 삼천리자전거 아시아 음식과 자전거를 주문했어요 .,ORG-B ORG-B O O O O O
헤어갤러리와 씨유 머리를 자르고 상품을 구입했어요 .,ORG-B ORG-B O O O O O
코코호도와 중국성 오렌지 주스와 중국 요리를 주문했어요 .,ORG-B ORG-B ORG-B O O O O O
양평해장국과 북경 해장국과 중국 요리를 주문했어요 .,ORG-B ORG-B O O O O O
봉추찜닭과 모모 찜닭과 아시아 음식을 주문했어요 .,ORG-B ORG-B O O O O O
크로커다일과 한솥도시락 샌드위치와 도시락을 주문했어요 .,ORG-B ORG-B O O O O
중국성과 치킨플러스 중국 요리와 치킨을 주문했어요 .,ORG-B ORG-B O O O O O
올포유와 큰맘할매순대국 상품과 순대국을 주문했어요 .,ORG-B ORG-B O O O O
헤어갤러리와 빽다방 머리를 자르고 커피를 주문했어요 .,ORG-B O O O O O O
국수나무와 코웨이렌탈 국수와 청소기를 주문했어요 .,ORG-B ORG-B O O O O
씨유와 파파존스 상품과 피자를 주문했어요 .,ORG-B ORG-B O O O O
장수식당과 더풋샵 전통 한식과 운동화를 주문했어요 .,ORG-B ORG-B O O O O O
봉추찜닭과 경성꽈배기 찜닭과 꽈배기를 주문했어요 .,ORG-B ORG-B O O O O
휴와 올포유 휴식과 상품을 구입했어요 .,ORG-B ORG-B ORG-B O O O
디저트39 매장 디저트를 먹고 그 뒤로 서오릉피자 피자를 주문했어요 .,ORG-B O O O O O ORG-B O O O
죽이야기 매장 죽을 먹고 정미용실 헤어스타일을 바꾸었어요 .,ORG-B O O O ORG-B O O O
은행골 한식을 맛보고 진미식당 또 다른 한식을 주문했어요 .,ORG-B O O ORG-B O O O O O
아띠 매장 악세서리를 살펴보고 그렇게 해피데이 매장 특별한 선물을 샀어요 .,ORG-B O O O O ORG-B O O O O O
여성크로커다일 매장 여성복을 구입하고 얌샘김밥 김밥을 먹었어요 .,ORG-B O O O ORG-B O O O
치킨뱅이 치킨을 주문하고 현대마트 재료를 사왔어요 .,ORG-B O O ORG-B O O O
코코헤어 매장 헤어스타일을 바꾸고 서오릉피자 피자를 주문했어요 .,ORG-B O O O ORG-B O O O
오늘와인한잔 매장 와인을 마시고 엉터리생고기 생고기를 주문했어요 .,ORG-B O O O ORG-B O O O
이브자리 매장 의상을 살펴보고 아띠 매장 악세서리를 구입했어요 .,ORG-B O O O ORG-B O O O O
진헤어 매장 헤어스타일을 바꾸고 춘천닭갈비 매장 닭갈비를 주문했어요 .,ORG-B O O O ORG-B O O O O
스파게티스토리 매장 스파게티를 먹고 피자마루 피자를 주문했어요 .,ORG-B O O O O O O O
치킨마루 치킨을 주문하고 서오릉피자 피자를 먹었어요 .,ORG-B O O ORG-B O O O
치킨매니아 매장 치킨을 주문하고 엉터리생고기 고기를 먹었어요 .,ORG-B O O O ORG-B O O O
코코헤어 매장 헤어스타일을 바꾸고 해피데이 매장 선물을 샀어요 .,ORG-B O O O ORG-B O O O O
서오릉피자 피자를 주문하고 정미용실 헤어스타일을 바꾸었어요 .,ORG-B O O ORG-B O O O
비비큐치킨 매장 바비큐치킨을 먹고 치킨뱅이 치킨을 주문했어요 .,ORG-B O O O ORG-B O O O
죽이야기 매장 죽을 먹고 은행골 한식을 주문했어요 .,ORG-B O O O ORG-B O O O
치킨매니아 매장 치킨을 주문하고 아띠 매장 악세서리를 구입했어요 .,ORG-B O O O ORG-B O O O O
서오릉피자 매장 피자를 먹고 코코헤어 헤어스타일을 바꾸었어요 .,ORG-B O O O ORG-B O O O
오늘와인한잔 매장 와인을 마시고 치킨뱅이 치킨을 주문했어요 .,ORG-B O O O ORG-B O O O
치킨마루 치킨을 주문하고 디저트39 디저트를 먹었어요 .,ORG-B O O ORG-B O O O
치킨매니아 매장 치킨을 주문하고 현대마트 재료를 사왔어요 .,ORG-B O O O ORG-B O O O
코코헤어 매장 헤어스타일을 바꾸고 서오릉피자 피자를 주문했어요 .,ORG-B O O O ORG-B O O O
오늘와인한잔 매장 와인을 마시고 엉터리생고기 생고기를 주문했어요 .,ORG-B O O O ORG-B O O O
이브자리 매장 의상을 살펴보고 아띠 매장 악세서리를 구입했어요 .,ORG-B O O O ORG-B O O O O
진헤어 매장 헤어스타일을 바꾸고 춘천닭갈비 매장 닭갈비를 주문했어요 .,ORG-B O O O ORG-B O O O O
스파게티스토리 매장 스파게티를 먹고 피자마루 피자를 주문했어요 .,ORG-B O O O O O O O
치킨마루 치킨을 주문하고 서오릉피자 피자를 먹었어요 .,ORG-B O O ORG-B O O O
치킨매니아 매장 치킨을 주문하고 엉터리생고기 고기를 먹었어요 .,ORG-B O O O ORG-B O O O
코코헤어 매장 헤어스타일을 바꾸고 해피데이 매장 선물을 샀어요 .,ORG-B O O O ORG-B O O O O
서오릉피자 피자를 주문하고 정미용실 헤어스타일을 바꾸었어요 .,ORG-B O O ORG-B O O O
비비큐치킨 매장 바비큐치킨을 먹고 치킨뱅이 치킨을 주문했어요 .,ORG-B O O O ORG-B O O O
죽이야기 매장 죽을 먹고 은행골 한식을 주문했어요 .,ORG-B O O O ORG-B O O O
치킨매니아 매장 치킨을 주문하고 아띠 매장 악세서리를 구입했어요 .,ORG-B O O O ORG-B O O O O
서오릉피자 매장 피자를 먹고 코코헤어 헤어스타일을 바꾸었어요 .,ORG-B O O O ORG-B O O O
오늘와인한잔 매장 와인을 마시고 치킨뱅이 치킨을 주문했어요 .,ORG-B O O O ORG-B O O O
치킨마루 치킨을 주문하고 디저트39 디저트를 먹었어요 .,ORG-B O O ORG-B O O O
치킨매니아 매장 치킨을 주문하고 현대마트 재료를 사왔어요 .,ORG-B O O O ORG-B O O O
코코헤어 매장 헤어스타일을 바꾸고 서오릉피자 피자를 주문했어요 .,ORG-B O O O ORG-B O O O
오늘와인한잔 매장 와인을 마시고 엉터리생고기 생고기를 주문했어요 .,ORG-B O O O ORG-B O O O
이브자리 매장 의상을 살펴보고 아띠 매장 악세서리를 구입했어요 .,ORG-B O O O ORG-B O O O O
진헤어 매장 헤어스타일을 바꾸고 춘천닭갈비 매장 닭갈비를 주문했어요 .,ORG-B O O O ORG-B O O O O
스파게티스토리 매장 스파게티를 먹고 피자마루 피자를 주문했어요 .,ORG-B O O O O O O O
치킨마루 치킨을 주문하고 서오릉피자 피자를 먹었어요 .,ORG-B O O ORG-B O O O
치킨매니아 매장 치킨을 주문하고 엉터리생고기 고기를 먹었어요 .,ORG-B O O O ORG-B O O O
코코헤어 매장 헤어스타일을 바꾸고 해피데이 매장 선물을 샀어요 .,ORG-B O O O ORG-B O O O O
서오릉피자 피자를 주문하고 정미용실 헤어스타일을 바꾸었어요 .,ORG-B O O ORG-B O O O
비비큐치킨 매장 바비큐치킨을 먹고 치킨뱅이 치킨을 주문했어요 .,ORG-B O O O ORG-B O O O
잭슨피자 피자를 주문하고 에이원 차를 마셨어요 .,ORG-B O O ORG-B O O O
시크릿 매장 시크릿 상품을 구입했어요 .,ORG-B O ORG-B O O O
포토이즘 매장 사진을 촬영하고 아이비 매장 옷을 샀어요 .,ORG-B O O O ORG-B O O O O
스카 공부하고 미니스톱 아이스크림을 샀어요 .,ORG-B O ORG-B O O O
전주콩나물국밥 국밥을 먹고 남도식당 전통음식을 주문했어요 .,ORG-B O O ORG-B O O O
이삭 매장 감자튀김을 주문하고 명금당 디저트를 먹었어요 .,ORG-B O O O ORG-B O O O
한솥 도시락을 시켰어요 .,ORG-B O O O
이화 매장 책을 구입하고 커피베이 커피를 마셨어요 .,ORG-B O O O ORG-B O O O
스터디카페 공부하고 지니24스터디카페 카페라떼를 주문했어요 .,ORG-B O ORG-B O O O
구두수선 매장 신발을 수선하고 왕십리곱창 곱창을 먹었어요 .,ORG-B O O O ORG-B O O O
써니 매장 옷을 사고 포메인 매장 메인상품을 구입했어요 .,ORG-B O O O ORG-B O O O O
족발야시장 족발을 먹고 골목식당 미식을 즐겼어요 .,ORG-B O O ORG-B O O O
모텔 숙박하고 여관 숙소를 잡았어요 .,ORG-B O ORG-B O O O
비비안 매장 액세서리를 구입하고 탑텐키즈 어린이상품을 샀어요 .,ORG-B O O O ORG-B O O O
크린에이드 매장 청소용품을 구입하고 남도식당 음식을 주문했어요 .,ORG-B O O O ORG-B O O O
세탁소 옷을 세탁하고 포토이즘 사진을 촬영했어요 .,ORG-B O O ORG-B O O O
오드리 매장 옷을 사고 써니 액세서리를 구입했어요 .,ORG-B O O O ORG-B O O O
포메인 매장 새로운 상품을 발견했어요 .,ORG-B O O O O O
구두수선 매장 구두를 수선하고 모텔 편안한 휴식을 즐겼어요 .,ORG-B O O O ORG-B O O O O
한솥 매장 도시락을 주문하고 포토이즘 사진을 촬영했어요 .,ORG-B O O O ORG-B O O O
에이원 매장 상품을 구입하고 비비안 매장 악세서리를 샀어요 .,ORG-B O O O ORG-B O O O O
스터디카페 공부하고 지니24스터디카페 커피를 마셨어요 .,ORG-B O ORG-B O O O
명금당 매장 디저트를 주문하고 이삭 감자튀김을 샀어요 .,ORG-B O O O ORG-B O O O
나주곰탕 매장 곰탕을 먹고 골목식당 미식을 즐겼어요 .,ORG-B O O O ORG-B O O O
연희김밥 김밥을 먹고 전주콩나물국밥 국밥을 주문했어요 .,ORG-B O O ORG-B O O O
커피베이 매장 커피를 마시고 포토이즘 사진을 촬영했어요 .,ORG-B O O O ORG-B O O O
족발야시장 족발을 먹고 놀이터 놀이를 즐겼어요 .,ORG-B O O ORG-B O O O
세탁소 옷을 세탁하고 스터디카페 공부했어요 .,ORG-B O O ORG-B O O
은행골 매장 음식을 주문하고 놀이터 놀았어요 .,ORG-B O O O ORG-B O O
아모레 매장 화장품을 샀어요 .,ORG-B O O O O
이삭 매장 감자튀김을 주문하고 은행골 음식을 즐겼어요 .,ORG-B O O O ORG-B O O O
죽이야기 죽을 먹고 포토이즘 사진을 찍었어요 .,ORG-B O O ORG-B O O O
스카 매장 액세서리를 구입하고 써니 옷을 사왔어요 .,ORG-B O O O ORG-B O O O
세탁소 옷을 세탁하고 놀이터 놀았어요 .,ORG-B O O ORG-B O O
포메인 매장 새로운 상품을 발견했어요 .,ORG-B O O O O O
구두수선 매장 구두를 수선하고 모텔 숙박했어요 .,ORG-B O O O ORG-B O O
한솥 매장 도시락을 주문하고 포토이즘 사진을 촬영했어요 .,ORG-B O O O ORG-B O O O
에이원 매장 상품을 구입하고 비비안 매장 악세서리를 샀어요 .,ORG-B O O O ORG-B O O O O
스터디카페 공부하고 지니24스터디카페 커피를 마셨어요 .,ORG-B O ORG-B O O O
명금당 매장 디저트를 주문하고 이삭 감자튀김을 샀어요 .,ORG-B O O O ORG-B O O O
탐앤탐스 매장 커피를 주문하고 티아라 매장 케이크를 먹었어요 .,ORG-B O O O ORG-B O O O O
의정부부대찌개 부대찌개를 주문하고 제이에스 쇼핑을 했어요 .,ORG-B O O ORG-B O O O
앨리스 매장 도넛을 사고 셀프빨래방 빨래를 했어요 .,ORG-B O O O ORG-B O O O
은하수 매장 별을 감상하고 마포갈비 고기를 먹었어요 .,ORG-B O O O ORG-B O O O
더카페 커피를 마시고 마왕족발 족발을 먹었어요 .,ORG-B O O ORG-B O O O
던킨도너츠 매장 도너츠를 주문하고 금별맥주 맥주를 마셨어요 .,ORG-B O O O ORG-B O O O
토마토김밥 매장 김밥을 주문하고 탕화쿵푸 중국요리를 즐겼어요 .,ORG-B O O O ORG-B O O O
쥬씨 쥬스를 마시고 진미용실 미용을 했어요 .,ORG-B O O ORG-B O O O
밀라노 매장 의류를 구입하고 곱분이곱창 곱창을 먹었어요 .,ORG-B O O O ORG-B O O O
맥주창고 맥주를 주문하고 민들레 매장 꽃을 사왔어요 .,ORG-B O O ORG-B O O O O
소림마라 마라탕을 먹고 이브 매장 화장품을 샀어요 .,ORG-B O O ORG-B O O O O
우정식당 음식을 주문하고 하루필름 필름을 구매했어요 .,ORG-B O O ORG-B O O O
가마치통닭 치킨을 주문하고 스마일꽈배기 꽈배기를 먹었어요 .,ORG-B O O ORG-B O O O
탑 매장 상품을 구입하고 미분당 떡볶이를 주문했어요 .,ORG-B O O O ORG-B O O O
네이처리퍼블릭 매장 화장품을 구입하고 에덴 식물을 구매했어요 .,ORG-B O O O ORG-B O O O
해오름 매장 바다를 감상하고 짝태앤노가리 스시를 먹었어요 .,ORG-B O O O ORG-B O O O
플랜에이치 계획을 세우고 오봉집 닭갈비를 주문했어요 .,ORG-B O O ORG-B O O O
궁 매장 전통요리를 즐기고 버거킹 햄버거를 주문했어요 .,ORG-B O O O ORG-B O O O
종로김밥 김밥을 주문하고 동궁찜닭 찜닭을 먹었어요 .,ORG-B O O ORG-B O O O
또봉이통닭 치킨을 주문하고 크린업24 청소를 했어요 .,ORG-B O O ORG-B O O O
탐앤탐스 매장 아침 커피를 마시고 셀프빨래방 빨래를 했어요 .,ORG-B O O O O ORG-B O O O
의정부부대찌개 부대찌개를 주문하고 던킨도너츠 매장 도너츠를 사왔어요 .,ORG-B O O ORG-B O O O O
티아라 매장 악세사리를 구매하고 미니스톱 아이스크림을 샀어요 .,ORG-B O O O ORG-B O O O
엉터리생고기 고기를 주문하고 피자알볼로 피자를 먹었어요 .,ORG-B O O O O O O
진미용실 미용을 하고 밀라노 매장 쇼핑을 했어요 .,ORG-B O O ORG-B O O O O
정미용실 헤어스타일링을 했고,ORG-B O O
은행골 특별한 저녁식사를 즐겼어요 .,ORG-B O O O O
더카페 커피를 주문하고,ORG-B O O
우정식당 소바를 먹었어요 .,ORG-B O O O
비비안 매장 액세서리를 구입하고,ORG-B O O O
은하수 은하수 감상했어요 .,ORG-B ORG-B O O
놀이터 놀고,ORG-B O
의정부부대찌개 부대찌개를 먹었어요 .,ORG-B O O O
탐앤탐스 아메리카노를 주문하고,ORG-B O O
던킨도너츠 도너츠를 사왔어요 .,ORG-B O O O
비비안 매장 액세서리를 구입하고,ORG-B O O O
은하수 은하수 감상했어요 .,ORG-B ORG-B O O
놀이터 놀고,ORG-B O
의정부부대찌개 부대찌개를 먹었어요 .,ORG-B O O O
탐앤탐스 아메리카노를 주문하고,ORG-B O O
던킨도너츠 도너츠를 사왔어요 .,ORG-B O O O
셀프빨래방 빨래를 하고,ORG-B O O
소림마라 마라탕을 주문했어요 .,ORG-B O O O
마포갈비 갈비를 주문하고,ORG-B O O
던킨도너츠 커피를 마셨어요 .,ORG-B O O O
셀프빨래방 빨래를 하고,ORG-B O O
소림마라 마라탕을 주문했어요 .,ORG-B O O O
마포갈비 갈비를 주문하고,ORG-B O O
던킨도너츠 커피를 마셨어요 .,ORG-B O O O
은하수 별을 감상하고,ORG-B O O
해오름 해를 보며 휴식을 즐겼어요 .,ORG-B O O O O O
티아라 매장 액세서리를 구입하고,ORG-B O O O
엉터리생고기 고기를 주문했어요 .,ORG-B O O O
아머리 매장 쇼핑하고,O O O
은행골 특별한 저녁식사를 즐겼어요 .,ORG-B O O O O
엄마손식당 된장찌개를 주문하고 로엠 쇼핑을 즐겼어요 .,ORG-B O O ORG-B O O O
대성식당 제육볶음을 맛보고,ORG-B O O
육대장 매장 육개장을 먹었어요 .,ORG-B O O O O
올리브영 화장품을 구매하고,ORG-B O O
썸 커피를 마셨어요 .,ORG-B O O O
삼첩분식 떡볶이를 주문하고,ORG-B O O
본죽 매장 죽을 맛보았어요 .,ORG-B O O O O
마산아구찜 매장 아구찜을 주문하고,ORG-B O O O
비너스 옷을 구매했어요 .,ORG-B O O O
써니헤어 머리를 자르고,ORG-B O O
행복식당 떡국을 먹었어요 .,ORG-B O O O
미미 매장 액세서리를 샀고,ORG-B O O O
미스터피자 피자를 주문했어요 .,ORG-B O O O
노블레스 디저트를 즐기고,ORG-B O O
형제상회 매장 짜장면을 주문했어요 .,ORG-B O O O O
봄약국 약을 구매했고,ORG-B O O
남원골추어탕 추어탕을 맛보았어요 .,ORG-B O O O
서울풍물시장 민속공연을 감상하고,ORG-B O O
새봄약국 건강한 음료를 샀어요 .,ORG-B O O O O
원당감자탕 감자탕을 주문하고,ORG-B O O
지센 시원한 아이스크림을 먹었어요 .,ORG-B O O O O
도도헤어 헤어스타일링을 했고,ORG-B O O
엽기떡볶이 매운 떡볶이를 즐겼어요 .,ORG-B O O O O
엽떡 매장 떡볶이를 주문하고,ORG-B O O O
랭스터디카페 공부를 했어요 .,ORG-B O O O
60계치킨 치킨을 시켰고,ORG-B O O
파파존스피자 피자를 주문했어요 .,ORG-B O O O
으뜸플러스안경 안경을 샀고,ORG-B O O
지오지아 신발을 구매했어요 .,ORG-B O O O
장호덕손만두 매장 손만두를 주문하고,ORG-B O O O
시작스터디카페 책을 읽었어요 .,ORG-B O O O
청년피자 피자를 주문하고,ORG-B O O
광주식당 광주식을 맛보았어요 .,ORG-B O O O
명랑핫도그 핫도그를 주문하고,ORG-B O O
하늘약국 약을 샀어요 .,ORG-B O O O
새마을식당 한정식을 주문하고,ORG-B O O
포토시그니처 사진을 찍었어요 .,ORG-B O O O
인생닭강정 매장 닭강정을 시켰고,ORG-B O O O
올리브영 화장품을 구매했어요 .,ORG-B O O O
엄마손식당 맛있는 떡볶이를 주문하고,ORG-B O O O
썸 매장 선물을 샀어요 .,ORG-B O O O O
로엠 스타일리시한 옷을 구매했고,ORG-B O O O
행복식당 집밥을 즐겼어요 .,ORG-B O O O
대성식당 냉면을 시켰고,ORG-B O O
미미 매장 의류를 살 수 있었어요 .,ORG-B O O O O O O
육대장 매운 갈비찜을 시켰고,ORG-B O O O
랭스터디카페 공부를 했어요 .,ORG-B O O O
올리브영 매장 화장품을 구매했고,ORG-B O O O
청년피자 피자를 주문했어요 .,ORG-B O O O
써니헤어 헤어스타일링을 했고,ORG-B O O
명랑핫도그 핫도그를 주문했어요 .,ORG-B O O O
삼첩분식 매장 분식을 시켰고,ORG-B O O O
하늘약국 약을 샀어요 .,ORG-B O O O
본죽 죽을 주문하고,ORG-B O O
새마을식당 농촌음식을 즐겼어요 .,ORG-B O O O
마산아구찜 매장 아구찜을 시켰고,ORG-B O O O
포토시그니처 사진을 찍었어요 .,ORG-B O O O
비너스 옷을 구매했고,ORG-B O O
포토시그니처 사진을 찍었어요 .,ORG-B O O O
미스터피자 피자를 주문하고,ORG-B O O
하늘약국 약을 샀어요 .,ORG-B O O O
노블레스 매장 디저트를 주문하고,ORG-B O O O
지오지아 음악을 감상했어요 .,ORG-B O O O
형제상회 횟집을 주문하고,ORG-B O O
장호덕손만두 만두를 즐겼어요 .,ORG-B O O O
봄약국 약을 사고,ORG-B O O
엽기떡볶이 떡볶이를 주문했어요 .,ORG-B O O O
남원골추어탕 매장 추어탕을 주문하고,ORG-B O O O
시작스터디카페 공부를 했어요 .,ORG-B O O O
서울풍물시장 전통음식을 즐겼고,ORG-B O O
광주식당 횟집을 주문했어요 .,ORG-B O O O
새봄약국 약을 사고,ORG-B O O
청년피자 피자를 주문했어요 .,ORG-B O O O
원당감자탕 매장 감자탕을 시켰고,ORG-B O O O
하늘약국 약을 샀어요 .,ORG-B O O O
지센 예쁜 의류를 구매했고,ORG-B O O O
인생닭강정 닭강정을 주문했어요 .,ORG-B O O O
도도헤어 머리를 자르고,ORG-B O O
행복식당 맛있는 음식을 즐겼어요 .,ORG-B O O O O
올영 매장 화장품을 샀어요 .,ORG-B O O O O
왕돈까스왕냉면 맛있는 냉면을 먹었어요 .,ORG-B O O O O
신참떡볶이 매콤한 떡볶이를 주문했어요 .,ORG-B O O O O
풍천장어 매장 싱싱한 장어를 시켰어요 .,ORG-B O O O O O
필노래연습장 노래연습을 했어요 .,ORG-B O O O
구두수선대 구두를 수선했어요 .,ORG-B O O O
위너스 매장 옷을 구매했어요 .,ORG-B O O O O
아이스크림스토리 아이스크림을 즐겼어요 .,ORG-B O O O
놀숲 즐거운 시간을 보냈어요 .,ORG-B O O O O
싸움의고수 매장 매운 음식을 주문했어요 .,ORG-B O O O O O
홍두깨손칼국수 칼국수를 시켰어요 .,ORG-B O O O
소담촌 정갈한 한식을 즐겼어요 .,ORG-B O O O O
제니스 매장 의류를 구매했어요 .,ORG-B O O O O
우성 다양한 상품을 찾았어요 .,ORG-B O O O O
경성양꼬치 매장 양꼬치를 시켰어요 .,ORG-B O O O O
낙원떡방앗간 떡을 사왔어요 .,ORG-B O O O
알레르망 매장 디저트를 즐겼어요 .,ORG-B O O O O
우리약국 약을 사왔어요 .,ORG-B O O O
크로플각 맛있는 크로플을 먹었어요 .,ORG-B O O O O
미가 매장 다양한 상품을 구매했어요 .,ORG-B O O O O O
포차천국 술안주를 시켰어요 .,ORG-B O O O
라화쿵부 중국요리를 주문했어요 .,ORG-B O O O
신발나라 구두를 사왔어요 .,ORG-B O O O
한강 봄을 즐겼어요 .,ORG-B O O O
포시즌 매장 시골음식을 즐겼어요 .,ORG-B O O O O
원조부안집 맛있는 음식을 먹었어요 .,ORG-B O O O O
맛나식당 다양한 메뉴를 주문했어요 .,ORG-B O O O O
라밥 라면과 밥을 주문했어요 .,ORG-B O O O O
바르다김선생 김밥을 주문했어요 .,ORG-B O O O
미스사이공 디저트를 즐겼어요 .,ORG-B O O O
명태어장 매장 회를 주문했어요 .,ORG-B O O O O
황소곱창 곱창을 즐겼어요 .,ORG-B O O O
고기싸롱 고기를 주문했어요 .,ORG-B O O O
육회바른연어 육회를 주문했어요 .,ORG-B O O O
박승철헤어스투디오 머리를 자르고 왔어요 .,ORG-B O O O O
샤넬 시계를 구매했어요 .,ORG-B O O O
응급실국물떡볶이 국물떡볶이를 주문했어요 .,ORG-B O O O
청년치킨 치킨을 시켰어요 .,ORG-B O O O
명성왕족발 족발을 주문했어요 .,ORG-B O O O
프린트카페 사진을 출력했어요 .,ORG-B O O O
경복궁 아름다운 전통 건축물을 구경하면서 역사에 대해 배웠어요 .,ORG-B O O O O O O O O
창덕궁에 가서 한복을 입고 아름다운 사진을 찍었어요 .,ORG-B O O O O O O O
덕수궁 주변에는 조용하고 아늑한 카페들이 많아서 즐거운 시간을 보냈어요 .,ORG-B O O O O O O O O O
종묘를 방문해서 조선 시대의 왕과 왕비들을 모신 곳을 구경했어요 .,ORG-B O O O O O O O O O
서울시청 근처에는 다양한 레스토랑과 카페들이 있어서 편리하게 식사를 할 수 있었어요 .,ORG-B O O O O O O O O O O O
남산타워 서울의 야경을 감상하면서 특별한 순간을 보냈어요 .,ORG-B O O O O O O O
명동 쇼핑을 즐기면서 맛있는 음식도 많이 먹었어요 .,ORG-B O O O O O O O
동대문디자인플라자 다양한 디자인 제품들을 구경하고 구입했어요 .,ORG-B O O O O O O
동대문시장 저렴한 옷들을 구입해서 기분이 좋았어요 .,ORG-B O O O O O O
남대문시장 한국 전통 공예품들을 구경하면서 즐거운 시간을 보냈어요 .,ORG-B O O O O O O O O
인사동 예술적인 분위기를 느끼면서 골목길을 거닐었어요 .,ORG-B O O O O O O
홍대 다양한 문화공연과 거리음악을 즐기면서 즐거운 시간을 보냈어요 .,ORG-B O O O O O O O O
이태원 다양한 나라의 음식을 맛보면서 다양한 문화를 경험했어요 .,ORG-B O O O O O O O O
가로수길 멋진 브랜드 상점들을 구경하고 쇼핑을 즐겼어요 .,ORG-B O O O O O O O
압구정로데오거리 하이패션 브랜드들을 구경하면서 쇼핑을 즐겼어요 .,ORG-B O O O O O O
삼청동의 전통 한옥 건물들을 구경하면서 한국의 역사를 느꼈어요 .,ORG-B O O O O O O O O
서촌 한국의 전통문화와 민속예술을 배우고 즐겼어요 .,ORG-B O O O O O O
광장시장 다양한 먹거리들을 맛보고 저렴한 가격에 쇼핑을 했어요 .,ORG-B O O O O O O O O
청계천을 따라 산책하면서 시원한 바람을 느꼈어요 .,ORG-B O O O O O O
올림픽공원 여유롭게 산책하면서 휴식을 즐겼어요 .,ORG-B O O O O O
경복궁 오랜 역사를 엿볼 수 있었어요 .,ORG-B O O O O O O
창덕궁 조선 왕실의 멋진 정원을 구경했어요 .,ORG-B O O O O O O
덕수궁 평화로운 분위기를 느낄 수 있었어요 .,ORG-B O O O O O O
종묘를 방문해서 조선 시대의 역사를 배웠어요 .,ORG-B O O O O O O
서울시청 시민들의 활기찬 생활을 볼 수 있었어요 .,ORG-B O O O O O O O
남산타워 서울의 멋진 야경을 감상했어요 .,ORG-B O O O O O
명동 다양한 쇼핑과 먹거리를 즐겼어요 .,ORG-B O O O O O
동대문디자인플라자 창의적인 디자인을 감상했어요 .,ORG-B O O O O
동대문시장 저렴한 가격으로 쇼핑을 즐겼어요 .,ORG-B O O O O O
남대문시장 전통적인 한국 물건들을 구경했어요 .,ORG-B O O O O O
인사동 예술적인 분위기를 즐겼어요 .,ORG-B O O O O
홍대 젊은 에너지와 예술을 느꼈어요 .,ORG-B O O O O O
이태원 다양한 문화를 만끽했어요 .,ORG-B O O O O
가로수길 고급스러운 쇼핑을 즐겼어요 .,ORG-B O O O O
압구정로데오거리 유행을 쫓아갈 수 있었어요 .,ORG-B O O O O O
삼청동 조용하고 아늑한 분위기를 느꼈어요 .,ORG-B O O O O O
서촌 전통적인 한국 문화를 즐겼어요 .,ORG-B O O O O O
광장시장 먹거리와 재미를 함께 즐겼어요 .,ORG-B O O O O O
청계천을 따라 산책하면서 시원한 바람을 느꼈어요 .,ORG-B O O O O O O
올림픽공원 체육시설과 푸른 자연을 즐겼어요 .,ORG-B O O O O O
석촌호수 조용한 호수를 둘러보면서 여유를 느꼈어요 .,ORG-B O O O O O O
경복궁 조용하고 운치있는 분위기를 느꼈어요 .,ORG-B O O O O O
창덕궁 아름다운 정원을 구경했어요 .,ORG-B O O O O
덕수궁 한국 전통 건축물을 감상했어요 .,ORG-B O O O O O
종묘를 방문해서 역사적인 분위기를 느꼈어요 .,ORG-B O O O O O
서울시청 현대적인 건물들을 구경했어요 .,ORG-B O O O O
남산타워 서울의 야경을 감상하면서 특별한 순간을 보냈어요 .,ORG-B O O O O O O O
명동 다양한 쇼핑과 먹거리를 즐기며 즐거운 시간을 보냈어요 .,ORG-B O O O O O O O O
동대문디자인플라자 다양한 디자인과 예술을 즐겼어요 .,ORG-B O O O O O
동대문시장 저렴하고 다양한 상품들을 구경했어요 .,ORG-B O O O O O
